base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin	predictions_sha256	scored_sha256	actual_directory
Llama-3.1-8B-Instruct	magicoder	43	flat_e	commonsense	72.20373419127812	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__flat_e/metrics.json	ed32284ce03ed956ec7b904d6d3734e6327c00a9535c3948624f059c7e657d51		new_energy_matched	157fd76513c1fbb719800d5f2cddc86cc8521758093526381eec433987457bdf	31746b35921fda373902435f574429df3bae22321cf423db39eb9996787ca9cc	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__flat_e
Llama-3.1-8B-Instruct	metamath	43	flat_e	magicoder	53.04878048780488	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__flat_e/metrics.json	778cab8d064b4f23a85df6bdd476d46a75633446be1629e28b836965b9235441		new_energy_matched	fd7185cc69bc0ec8fbbc5f28fd9ca9bb4510f8233613a2430c2e25173cd63066	0924ca17c3ec053ab429544c7a4f3ccaff6641a7e3633f1780901bcb278408e9	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__flat_e
Llama-3.1-8B-Instruct	metamath	43	flat_e	metamath	78.013646702047	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/metamath__seed43__flat_e/metrics.json	739d6b0c6e897df49f509706dbf5407d7a47c60aad456a93fd24b289ca7af406		new_energy_matched	1ffd1cc5940ab4a7aea7e3d9f82fe35fcd6b6b91c51e21dba15f145b3fbd3929	f8f4481437c8f484687603186b42667996241cdf45c3357d8e15cce95ab2a5d2	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/metamath__seed43__flat_e
Llama-3.1-8B-Instruct	metamath	43	flat_e	tulu	60.62846580406654	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/metamath__seed43__flat_e/metrics.json	7dfe949a92a97c7c925ec97a24b3c2e8e8d7c0dec76bfd19d007bb4be92c148c		new_energy_matched	96fe74b7efbc110691e01ddd2843e0832cb8d3ad22eb8e3567d85b6f397e2d16	a97624a44b9e264198caeb9adbd61d178741525b990db0818911885cde051065	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/metamath__seed43__flat_e
Llama-3.1-8B-Instruct	metamath	43	flat_e	commonsense	71.86277586996196	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__flat_e/metrics.json	a1dd45db53d216ce43b32ef8415a9ec5eae590503d7f1fe14001db589a048bd8		new_energy_matched	3dd7d82268456d378e8782835af1d8a3a6a45371fa58e685bc9c48e20a2d6623	f863e72c0b6705b8e240f7a4dd8c9069371f52daa9ab166cd10d10a99c53f8a1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__flat_e
Llama-3.1-8B-Instruct	tulu	43	flat_e	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__flat_e/metrics.json	f14c73ffccaf7361a8f580d4eaa0139f0677e5f0905b303bdbf739da2d1bfad6		new_energy_matched	2d9e59645d79ddd127740e885dc8fc028951ac38a1dfb14a222c1ed6343ccf4e	6a4ee2c3d385cb819328e1b486f7690ed1c693209b5c81577215c3453591f19e	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__flat_e
Llama-3.1-8B-Instruct	tulu	43	flat_e	metamath	67.09628506444277	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/tulu__seed43__flat_e/metrics.json	fa4b289bb9edbb0203a1bbd2419e952e5379d432e894fa63adcca51c39ddc6c8		new_energy_matched	06336581d950ed2602ed297bd4cb16a5ba799efdccd336a84496bc3d7eb485d1	479183675ca374aa0d4748818291df399b18b995689c7e5ecd10c9e3cc0d8832	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/tulu__seed43__flat_e
Llama-3.1-8B-Instruct	tulu	43	flat_e	tulu	63.58595194085028	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/tulu__seed43__flat_e/metrics.json	fa36285c4db355344eb145c7cbdf4ff627d4fc1e5d214ecae330e710b9867649		new_energy_matched	e7d0f81f0720d45f52c12f91198e2d3a3e0412459510bf0bde8858c30db956f6	32cc53a1a51cba7dd2935643ef17c6c6ae26551f1078c29a8af13c619952cac2	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/tulu__seed43__flat_e
Llama-3.1-8B-Instruct	tulu	43	flat_e	commonsense	72.34896335803744	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__flat_e/metrics.json	75276c6ea174931ac2f1ba1fff5257a707b880f13bbf2f7b630011566e33e254		new_energy_matched	9089ff16b6bc8ba9e51d5d783f210bbbecafdc982693619ee46ac724088ad4b0	2d04ac0ce71996a954d14cb34c9ae7b03cfdd6d2f2bc50ee465e45e2d78b8b99	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__flat_e
Llama-3.1-8B-Instruct	magicoder	44	flat_e	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__flat_e/metrics.json	a325766a094857660ec38d159e9ed349fa8dd84ce5f6a61f90d1652834acf208		new_energy_matched	8316b2d774150da8d944566e98f03371d0b478938cdf4c6802a4a14fa4b82f9e	e7ce65e27a8a3a11d4a17fd7f2761ed2b1f1ebe462dafc568e948a2c93dab1a1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__flat_e
Llama-3.1-8B-Instruct	magicoder	44	flat_e	metamath	69.3707354056103	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__flat_e/metrics.json	f294c2a1a560e2653fe8687a1a808196e094f68ef063a8488fe3918c94c8d741		new_energy_matched	42e834dc9d546f68b5e97652b708b226efe4379fda9d5f4ee2449c36b3515d40	68e26110f66bc7b0ad1270c003a14b641d458e9618c9734b81dcee61f61b267e	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/magicoder__seed44__flat_e
Llama-3.1-8B-Instruct	magicoder	44	flat_e	tulu	58.04066543438078	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__flat_e/metrics.json	bb94961a588c1ef049a506140d8f23da520a79ef690623d612565b548e5e83d2		new_energy_matched	e3cfbad5a94d43c1314fc3af7da47792453bb4bccc7b784c35060662716c5787	c7971b7bed4e1a0181d6406765ffc7bbfd0b7e1481f9db23338cb649e0276a24	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__flat_e
Llama-3.1-8B-Instruct	magicoder	44	flat_e	commonsense	72.08791384208226	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__flat_e/metrics.json	7c959df768ac0c27ec72b703f51a10d8d571369b6ecf6d7d236e9d19c2cee77a		new_energy_matched	d852d1fa0c4d5cf6422210ae3ac19df900929beb5811060ab3ce1ba8f22d1f79	420034be2abb173a6ebe4d0a384f3cc5dba0097b533d07634099de8f70ea6d74	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__flat_e
Llama-3.1-8B-Instruct	metamath	44	flat_e	magicoder	53.04878048780488	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__flat_e/metrics.json	14f2941367c8c820b320cd0db35dcbf4568b4c26ab965c2b4ef1e9071bc8f2e4		new_energy_matched	bbeb9e99a4aef5f4191e845a11be481ba081e45f12fe798b6f53f7be97df6e11	838319b56907488287de691348f9e4fdcb7810a60340c203c79c13ad2ae517b7	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__flat_e
Llama-3.1-8B-Instruct	metamath	44	flat_e	metamath	78.92342683851402	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/metamath__seed44__flat_e/metrics.json	17f6805680f392ebe71057b54e4d213e4291985f2e1065f424c4b7b83b50d446		new_energy_matched	167f7f8af8d50b75977af362e4d08c8411e48fe4b0b1d5ee5558f4cf5f2f7d81	593bda37ec5346da39087c457c2c31b32a4ede74ca59f0fa8a1d0b64c1eb5eb1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/metamath__seed44__flat_e
Llama-3.1-8B-Instruct	metamath	44	flat_e	tulu	60.81330868761553	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/metamath__seed44__flat_e/metrics.json	152e705c4c478f1cb219e8154a1465e8601056e9fabd6098a1da8f94a448dd3b		new_energy_matched	faf3e61bac8ab392a3bf0716a92d9aa7361c5716f0d833e2b2af4b452e1d61cc	92b8340708208f5c46256cba937cf2d2c31eced60b399cb0826ebbff8e1bb0aa	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/metamath__seed44__flat_e
Llama-3.1-8B-Instruct	metamath	44	flat_e	commonsense	71.95833781502243	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__flat_e/metrics.json	f7dd0d49dfa0bdba9035b3901182191536e50a3204d57f9c6fdbdb15f1477251		new_energy_matched	38a164cea2b96a0d9c1180cffc578d4e04d61492c8ecdd3d15b65470ea06453c	3c020982fc9b63f38115ca476380d7aeb70be716c42f2b48dc10139baa3e90a1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__flat_e
Llama-3.1-8B-Instruct	tulu	44	flat_e	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__flat_e/metrics.json	a77424c605e572503e0328a8d8c2802390d5fd957a0f92d348e4a9eabb6f820c		new_energy_matched	07dc765a6fd8a3fc7ce01c03310fa9f30fb98098c46ac0cd67c994bb660a4d1b	b8de5fa109e44ca1131fb4f0196032f90cb3837224b1a0815a406cf79167c016	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__flat_e
Llama-3.1-8B-Instruct	tulu	44	flat_e	metamath	63.53297952994693	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/tulu__seed44__flat_e/metrics.json	6993d09ee5d7640c5895a93b9a0e16cd963aa2bd55d618771ce2a017d6c801d3		new_energy_matched	a264631ce8f2d1cc239a5feb6ae357359c3aa12a439e1ea58afd92ee4d775f18	1cebcda3d4aabfbd9a0dcaf5ac80f01b07ad83bf6d0e14307f80c571547f7107	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/metamath/tulu__seed44__flat_e
Llama-3.1-8B-Instruct	tulu	44	flat_e	tulu	65.06469500924214	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/tulu__seed44__flat_e/metrics.json	c8f5787efbc0b871f40a885c650546def1799bc8420ba09e5623973b41164269		new_energy_matched	1352d1d1e51d28ea536e455239edc3abae4fffb30980a522c303eca4130b4e27	9a1fa902b1edf00ea66bb75a7203ede9f20ff8954c16627569f2fe4a4eb4c509	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/tulu/tulu__seed44__flat_e
Llama-3.1-8B-Instruct	tulu	44	flat_e	commonsense	71.80986484491049	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__flat_e/metrics.json	d3a70eedae41e3223bdbb2e2d9a5f5beebd95a5083144820f079fd2a8043867f		new_energy_matched	6b65627c293868a8908706979be91dd6f908b18886235b2cf72de9224b2490cb	61055cd96fae90fc3b1d4d6b95b68d7489436d0497f6b42881600bf72ee512a1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/flat_e/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__flat_e
