base	train_task	seed	method	eval_task	score	samples	primary_metric	metrics_path	predictions_path
Llama-3.1-8B-Instruct	tulu	43	flat_fro	commonsense	72.55023526166902	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	flat_nuclear	commonsense	72.32427101350385	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	dg_hard	commonsense	73.79171099509362	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	commonsense	72.4195290897949	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	original_lora	commonsense	71.18807679605978	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_fro	commonsense	72.19701282812562	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	flat_nuclear	commonsense	71.95832052658582	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	dg_hard	commonsense	71.18807679605978	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	commonsense	71.94134696938636	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	original_lora	commonsense	64.10583420798457	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_fro	commonsense	71.14492742707725	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	flat_nuclear	commonsense	71.80175461302018	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	dg_hard	commonsense	64.10583420798457	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	commonsense	71.88624893526347	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__hns_f4_s1/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	original_lora	commonsense	73.73041763005095	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__original_lora/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_fro	commonsense	72.28306647867316	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__flat_fro/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	commonsense	71.59997804156775	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__flat_nuclear/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	dg_hard	commonsense	73.73041763005095	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__dg_hard/predictions.jsonl
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	commonsense	71.75189300068175	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__hns_f4_s1/predictions.jsonl
